,test_id,gene_id,gene,locus,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant,GO term
5144,XLOC_004984,XLOC_004984,CLN1,XIII:662643-664284,NI,I,NOTEST,3.1917299999999997,5.33591,0.7413930000000001,0.0,1.0,1.0,no,
5145,XLOC_004985,XLOC_004985,ROT1,XIII:664751-665522,NI,I,OK,120.133,128.447,0.096542,0.178119,0.8106,0.969691,no,
5146,XLOC_004986,XLOC_004986,ERG2,XIII:667536-668205,NI,I,OK,83.3312,117.012,0.48972299999999996,0.8456799999999999,0.2474,0.770695,no,
5147,XLOC_004987,XLOC_004987,TOM40,XIII:668491-669655,NI,I,OK,55.9151,60.1786,0.10601300000000001,0.182335,0.7981,0.96815,no,
5148,XLOC_004988,XLOC_004988,YMR206W,XIII:675895-676837,NI,I,NOTEST,3.60278,0.33953099999999997,-3.4075,0.0,1.0,1.0,no,
5149,XLOC_004989,XLOC_004989,ERG12,XIII:684466-685798,NI,I,OK,19.3382,21.7705,0.170922,0.261297,0.76265,0.961082,no,
5150,XLOC_004990,XLOC_004990,MGL2,XIII:687515-688865,NI,I,OK,21.2111,15.125,-0.487888,-0.739938,0.33835,0.828551,no,
5151,XLOC_004991,XLOC_004991,DML1,XIII:689082-690510,NI,I,NOTEST,5.68459,3.80576,-0.578874,0.0,1.0,1.0,no,
5152,XLOC_004992,XLOC_004992,CEF1,XIII:693380-695153,NI,I,NOTEST,3.12502,1.13621,-1.45964,0.0,1.0,1.0,no,
5153,XLOC_004993,XLOC_004993,SCJ1,XIII:695349-696483,NI,I,OK,4.732469999999999,15.5292,1.71432,1.61324,0.0429,0.477315,no,
5154,XLOC_004994,XLOC_004994,GAS3,XIII:696795-698370,NI,I,OK,7.66144,9.86603,0.364854,0.413386,0.5485,0.900739,no,
5155,XLOC_004995,XLOC_004995,GUA1,XIII:701789-703367,NI,I,OK,29.2397,33.2226,0.18423499999999998,0.330256,0.67565,0.93784,no,
5156,XLOC_004996,XLOC_004996,ESC1,XIII:707132-712109,NI,I,NOTEST,1.1181,0.83719,-0.417421,0.0,1.0,1.0,no,
5157,XLOC_004997,XLOC_004997,ERG8,XIII:712315-713671,NI,I,OK,18.5141,25.4194,0.45730600000000005,0.677633,0.35185,0.8367870000000001,no,
5158,XLOC_004998,XLOC_004998,UBP8,XIII:716714-718130,NI,I,OK,9.81626,12.7195,0.373792,0.455725,0.5207,0.897433,no,
5159,XLOC_004999,XLOC_004999,MTF1,XIII:724625-725651,NI,I,OK,11.8817,14.4264,0.279971,0.353508,0.66335,0.9347690000000001,no,
5160,XLOC_005000,XLOC_005000,RPS10B,XIII:732413-733141,NI,I,OK,718.672,1413.61,0.975981,1.8831,0.0132,0.260773,no,
5161,XLOC_005001,XLOC_005001,YMR230W-A,XIII:733267-733456,NI,I,NOTEST,0.0,6.4837,inf,0.0,1.0,1.0,no,
5162,XLOC_005002,XLOC_005002,PEP5,XIII:733544-736634,NI,I,NOTEST,0.909646,0.81282,-0.16237000000000001,0.0,1.0,1.0,no,
5163,XLOC_005003,XLOC_005003,FUS2,XIII:736925-738959,NI,I,NOTEST,0.0,0.47245200000000004,inf,0.0,1.0,1.0,no,
5164,XLOC_005004,XLOC_005004,TRI1,XIII:739184-739865,NI,I,OK,12.7557,14.135,0.14812899999999998,0.141549,0.87665,0.975076,no,
5165,XLOC_005005,XLOC_005005,RNH1,XIII:740265-741312,NI,I,NOTEST,5.06947,2.9417,-0.785184,0.0,1.0,1.0,no,
5166,XLOC_005006,XLOC_005006,TAF9,XIII:742970-743444,NI,I,OK,65.939,98.5323,0.579465,0.838058,0.25365,0.771125,no,
5167,XLOC_005007,XLOC_005007,BCH1,XIII:743748-745923,NI,I,NOTEST,3.01767,3.95966,0.391942,0.0,1.0,1.0,no,
5168,XLOC_005008,XLOC_005008,DFG5,XIII:746352-747729,NI,I,OK,50.1651,43.65,-0.200702,-0.36051300000000003,0.6217,0.9284709999999999,no,"hydrolase activity, hydrolyzing O-glycosyl compounds"
5169,XLOC_005008,XLOC_005008,DFG5,XIII:746352-747729,NI,I,OK,50.1651,43.65,-0.200702,-0.36051300000000003,0.6217,0.9284709999999999,no,"hydrolase activity, acting on glycosyl bonds"
5170,XLOC_005008,XLOC_005008,DFG5,XIII:746352-747729,NI,I,OK,50.1651,43.65,-0.200702,-0.36051300000000003,0.6217,0.9284709999999999,no,catalytic activity
5171,XLOC_005009,XLOC_005009,YHM2,XIII:751960-752905,NI,I,OK,81.6688,77.7972,-0.0700673,-0.12340799999999999,0.86215,0.971607,no,
5172,XLOC_005010,XLOC_005010,YMR242W-A,XIII:753109-754386,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
5173,XLOC_005011,XLOC_005011,YMR244W,XIII:757249-758317,NI,I,NOTEST,1.87031,4.6144,1.3028600000000001,0.0,1.0,1.0,no,
5174,XLOC_005012,XLOC_005012,YMR245W,XIII:758516-759183,NI,I,OK,43.5863,53.3531,0.291697,0.352515,0.60665,0.9206690000000001,no,
5175,XLOC_005013,XLOC_005013,FAA4,XIII:759806-761891,NI,I,OK,40.4058,47.468999999999994,0.232423,0.49604,0.5525,0.9008450000000001,no,
5176,XLOC_005014,XLOC_005014,YMR247W-A,XIII:769282-769426,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
5177,XLOC_005015,XLOC_005015,GAD1,XIII:770800-772558,NI,I,NOTEST,6.758719999999999,6.477469999999999,-0.0613198,0.0,1.0,1.0,no,coenzyme binding
5178,XLOC_005015,XLOC_005015,GAD1,XIII:770800-772558,NI,I,NOTEST,6.758719999999999,6.477469999999999,-0.0613198,0.0,1.0,1.0,no,cofactor binding
5179,XLOC_005015,XLOC_005015,GAD1,XIII:770800-772558,NI,I,NOTEST,6.758719999999999,6.477469999999999,-0.0613198,0.0,1.0,1.0,no,catalytic activity
5180,XLOC_005016,XLOC_005016,GTO3,XIII:772914-779169,NI,I,NOTEST,3.22113,4.92335,0.612071,0.0,1.0,1.0,no,
5181,XLOC_005017,XLOC_005017,HOR7,XIII:772914-779169,NI,I,OK,730.54,276.556,-1.40139,-0.697549,0.42885,0.874058,no,
5182,XLOC_005018,XLOC_005018,GFD1,XIII:772914-779169,NI,I,OK,40.5747,29.663,-0.451912,-0.23420100000000002,0.76895,0.9623370000000001,no,
5183,XLOC_005019,XLOC_005019,YMR262W,XIII:793725-794667,NI,I,OK,14.2656,12.0605,-0.24225300000000002,-0.272306,0.72195,0.9487979999999999,no,
5184,XLOC_005020,XLOC_005020,SAP30,XIII:794918-795524,NI,I,OK,55.971000000000004,84.9901,0.602615,0.886125,0.22305,0.769278,no,
5185,XLOC_005021,XLOC_005021,CUE1,XIII:795804-796416,NI,I,OK,93.0357,84.8382,-0.13307,-0.20965999999999999,0.7736,0.963142,no,
5186,XLOC_005022,XLOC_005022,RSN1,XIII:798517-801379,NI,I,NOTEST,2.5644299999999998,3.10164,0.274395,0.0,1.0,1.0,no,
5187,XLOC_005023,XLOC_005023,PPA2,XIII:801771-802704,NI,I,OK,12.6106,7.46582,-0.756261,-0.794628,0.30875,0.812475,no,
5188,XLOC_005024,XLOC_005024,TMA23,XIII:804455-805091,NI,I,OK,11.6835,3.44159,-1.76332,-1.08342,0.15825,0.7241890000000001,no,
5189,XLOC_005025,XLOC_005025,YMR272W-A,XIII:809622-810777,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
5190,XLOC_005026,XLOC_005026,YMR272W-B,XIII:811088-811196,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
5191,XLOC_005027,XLOC_005027,DSK2,XIII:818826-819948,NI,I,OK,12.5358,40.1562,1.67957,2.3347900000000004,0.0068,0.186448,no,
5192,XLOC_005028,XLOC_005028,FCP1,XIII:820255-822454,NI,I,NOTEST,2.44178,4.09476,0.745847,0.0,1.0,1.0,no,
5193,XLOC_005029,XLOC_005029,PRM15,XIII:822762-824631,NI,I,NOTEST,4.051130000000001,5.70183,0.49309899999999995,0.0,1.0,1.0,no,
5194,XLOC_005030,XLOC_005030,GPI12,XIII:832338-833253,NI,I,OK,24.7806,24.9346,0.00893875,0.011887100000000001,0.95735,0.979664,no,
5195,XLOC_005031,XLOC_005031,SUP8,XIII:837927-838016,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
5196,XLOC_005032,XLOC_005032,YKU70,XIII:838186-839995,NI,I,NOTEST,1.20944,1.9214099999999998,0.6678270000000001,0.0,1.0,1.0,no,
5197,XLOC_005033,XLOC_005033,MRPL33,XIII:841941-842202,NI,I,OK,98.7104,61.9714,-0.671599,-0.5942029999999999,0.39225,0.860218,no,
5198,XLOC_005034,XLOC_005034,HSH155,XIII:845570-848486,NI,I,NOTEST,2.5663400000000003,2.03116,-0.337408,0.0,1.0,1.0,no,
5199,XLOC_005035,XLOC_005035,ABZ2,XIII:848684-849809,NI,I,NOTEST,9.82744,8.09337,-0.280074,0.0,1.0,1.0,no,
5200,XLOC_005036,XLOC_005036,YMR290W-A,XIII:850073-851769,NI,I,OK,16.4505,5.83942,-1.49424,-0.761537,0.4425,0.879597,no,
5201,XLOC_005037,XLOC_005037,TDA1,XIII:852629-854390,NI,I,OK,29.929000000000002,20.1832,-0.56839,-0.9259629999999999,0.21935,0.769278,no,
5202,XLOC_005038,XLOC_005038,GOT1,XIII:854794-855293,NI,I,OK,51.2562,9.19396,-2.47897,-2.33735,0.0252,0.37745500000000004,no,
5203,XLOC_005039,XLOC_005039,JNM1,XIII:856965-858087,NI,I,NOTEST,2.4017,1.94481,-0.30442800000000003,0.0,1.0,1.0,no,
5204,XLOC_005040,XLOC_005040,YMR294W-A,XIII:858208-858890,NI,I,OK,9.76118,13.4824,0.46595299999999995,0.12290899999999999,0.6572,0.9341149999999999,no,
5205,XLOC_005041,XLOC_005041,PRC1,XIII:861921-863520,NI,I,OK,142.403,232.637,0.708097,1.46356,0.0714,0.537679,no,
5206,XLOC_005042,XLOC_005042,LIP1,XIII:863818-864271,NI,I,OK,56.2106,63.0178,0.164916,0.21003000000000002,0.76675,0.9619610000000001,no,
5207,XLOC_005043,XLOC_005043,UBP15,XIII:874986-878679,NI,I,NOTEST,1.04295,1.30771,0.326366,0.0,1.0,1.0,no,
5208,XLOC_005044,XLOC_005044,FKS3,XIII:881158-886572,NI,I,NOTEST,0.52457,0.80387,0.615827,0.0,1.0,1.0,no,
5209,XLOC_005045,XLOC_005045,GAS1,XIII:887002-888682,NI,I,OK,137.762,249.354,0.856015,1.7014799999999999,0.03165,0.41716899999999996,no,
5210,XLOC_005046,XLOC_005046,ELP6,XIII:898404-899226,NI,I,OK,16.1899,13.1207,-0.303246,-0.307138,0.66605,0.9347690000000001,no,
5211,XLOC_005047,XLOC_005047,PRE5,XIII:901708-902413,NI,I,OK,45.7989,43.702,-0.0676118,-0.09888680000000001,0.89015,0.978844,no,
5212,XLOC_005048,XLOC_005048,YMR315W,XIII:902799-903849,NI,I,OK,100.557,109.835,0.127323,0.244207,0.74635,0.9579110000000001,no,
5213,XLOC_005049,XLOC_005049,YMR315W-A,XIII:904285-905973,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
5214,XLOC_005050,XLOC_005050,DIA1,XIII:904285-905973,NI,I,OK,34.348,27.5706,-0.317094,-0.43341999999999997,0.57195,0.9065290000000001,no,
5215,XLOC_005051,XLOC_005051,YMR317W,XIII:907320-910786,NI,I,NOTEST,1.9848599999999998,3.52725,0.8295040000000001,0.0,1.0,1.0,no,
5216,XLOC_005052,XLOC_005052,YMR320W,XIII:916745-917051,NI,I,OK,25.1017,2.23482,-3.48956,-1.0507799999999998,0.2156,0.769278,no,
5217,XLOC_005053,XLOC_005053,ERR3,XIII:920087-921401,NI,I,NOTEST,0.0,0.253031,inf,0.0,1.0,1.0,no,
5218,XLOC_005054,XLOC_005054,PAU19,XIII:922640-923015,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
5219,XLOC_005055,XLOC_005055,YML133C,XIII:460-4684,NI,I,NOTEST,0.0,0.107241,inf,0.0,1.0,1.0,no,
5220,XLOC_005056,XLOC_005056,ERO1,XIII:11482-13174,NI,I,OK,28.2559,25.6321,-0.140598,-0.246831,0.7584,0.961082,no,
5221,XLOC_005057,XLOC_005057,COX14,XIII:13519-14764,NI,I,OK,35.5231,19.4119,-0.871813,-0.495508,0.23895,0.769278,no,
5222,XLOC_005058,XLOC_005058,MSC1,XIII:15134-16676,NI,I,NOTEST,6.945760000000001,6.2529900000000005,-0.151585,0.0,1.0,1.0,no,
5223,XLOC_005059,XLOC_005059,ERG13,XIII:19059-20535,NI,I,OK,20.4294,30.6389,0.584716,0.9021530000000001,0.2388,0.769278,no,
5224,XLOC_005060,XLOC_005060,PGA3,XIII:20760-21699,NI,I,OK,72.8776,97.3449,0.417629,0.84624,0.31695,0.820642,no,
5225,XLOC_005061,XLOC_005061,TUB3,XIII:22047-23683,NI,I,OK,28.9712,38.4871,0.40975200000000006,0.81907,0.3558,0.839887,no,
5226,XLOC_005062,XLOC_005062,PHO84,XIII:24036-25800,NI,I,NOTEST,3.6877699999999995,3.20405,-0.202853,0.0,1.0,1.0,no,
5227,XLOC_005063,XLOC_005063,YML122C,XIII:26037-26418,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
5228,XLOC_005064,XLOC_005064,NDI1,XIII:28265-29807,NI,I,OK,18.3007,14.5932,-0.32659499999999997,-0.48284499999999997,0.5211,0.897433,no,
5229,XLOC_005065,XLOC_005065,VAN1,XIII:40186-41794,NI,I,OK,25.4738,21.399,-0.251471,-0.40445,0.57455,0.90775,no,
5230,XLOC_005066,XLOC_005066,TAF8,XIII:42042-43575,NI,I,NOTEST,5.766290000000001,6.74602,0.226392,0.0,1.0,1.0,no,
5231,XLOC_005067,XLOC_005067,COQ5,XIII:50030-50954,NI,I,OK,33.407,46.4397,0.475207,0.765142,0.2978,0.802269,no,
5232,XLOC_005068,XLOC_005068,PML39,XIII:55264-56269,NI,I,OK,34.0564,26.4487,-0.36473099999999997,-0.51895,0.47085,0.8903700000000001,no,
5233,XLOC_005069,XLOC_005069,SEC65,XIII:57865-58687,NI,I,OK,24.2697,18.9544,-0.356618,-0.48824399999999996,0.5337,0.898492,no,
5234,XLOC_005070,XLOC_005070,MDM1,XIII:58938-62322,NI,I,NOTEST,0.321112,0.541042,0.752663,0.0,1.0,1.0,no,
5235,XLOC_005071,XLOC_005071,NUP188,XIII:62581-67549,NI,I,NOTEST,2.96116,1.48384,-0.9968290000000001,0.0,1.0,1.0,no,
5236,XLOC_005072,XLOC_005072,SNR85,XIII:67767-67938,NI,I,OK,394.838,224.234,-0.8162560000000001,-0.804002,0.2334,0.769278,no,
5237,XLOC_005073,XLOC_005073,YML101C-A,XIII:68293-69726,NI,I,NOTEST,7.70407,3.18736,-1.27326,0.0,1.0,1.0,no,
5238,XLOC_005074,XLOC_005074,CUE4,XIII:69734-70088,NI,I,OK,38.1155,72.2847,0.9233129999999999,0.806516,0.23845,0.769278,no,
5239,XLOC_005075,XLOC_005075,ARG81,XIII:74228-77040,NI,I,NOTEST,1.2237,2.70004,1.14173,0.0,1.0,1.0,no,
5240,XLOC_005076,XLOC_005076,VPS9,XIII:78334-79690,NI,I,NOTEST,9.72068,4.969869999999999,-0.967851,0.0,1.0,1.0,no,
5241,XLOC_005077,XLOC_005077,RAD10,XIII:79908-82113,NI,I,NOTEST,2.54313,6.44564,1.34172,0.0,1.0,1.0,no,
5242,XLOC_005078,XLOC_005078,YML094C-A,XIII:82218-82849,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
5243,XLOC_005079,XLOC_005079,PRE8,XIII:85986-86739,NI,I,OK,83.9362,75.2235,-0.158109,-0.266907,0.72355,0.9501219999999999,no,
5244,XLOC_005080,XLOC_005080,RPM2,XIII:87122-90731,NI,I,NOTEST,1.51226,0.343339,-2.1390000000000002,0.0,1.0,1.0,no,
5245,XLOC_005081,XLOC_005081,YML089C,XIII:90743-91409,NI,I,NOTEST,0.0,2.61957,inf,0.0,1.0,1.0,no,
5246,XLOC_005082,XLOC_005082,AIM33,XIII:94430-95369,NI,I,NOTEST,9.38897,6.88517,-0.44747600000000004,0.0,1.0,1.0,no,
5247,XLOC_005083,XLOC_005083,ALO1,XIII:95790-97371,NI,I,OK,11.1586,11.0975,-0.00792495,-0.0104684,0.9629,0.979664,no,
5248,XLOC_005084,XLOC_005084,TUB1,XIII:97940-99400,NI,I,OK,8.71395,18.4191,1.0798,1.38805,0.059000000000000004,0.515147,no,
5249,XLOC_005085,XLOC_005085,YML083C,XIII:99488-101050,NI,I,NOTEST,0.969709,3.11616,1.6841400000000002,0.0,1.0,1.0,no,
5250,XLOC_005086,XLOC_005086,ATP18,XIII:103982-104162,NI,I,OK,28.5693,76.2922,1.41707,2.00858,0.5015,0.8967209999999999,no,
5251,XLOC_005087,XLOC_005087,WAR1,XIII:112512-115347,NI,I,NOTEST,1.00504,1.82716,0.862349,0.0,1.0,1.0,no,
5252,XLOC_005088,XLOC_005088,HMG1,XIII:115733-118898,NI,I,NOTEST,6.0056400000000005,9.25695,0.624219,0.0,1.0,1.0,no,
5253,XLOC_005089,XLOC_005089,FPR3,XIII:120088-121324,NI,I,NOTEST,4.772480000000001,7.00431,0.553505,0.0,1.0,1.0,no,
5254,XLOC_005090,XLOC_005090,RPL6A,XIII:123226-124172,NI,I,OK,262.112,388.805,0.568863,1.0804200000000002,0.14975,0.71102,no,
5255,XLOC_005091,XLOC_005091,TCB3,XIII:124729-129367,NI,I,NOTEST,4.37408,8.869589999999999,1.01989,0.0,1.0,1.0,no,
5256,XLOC_005092,XLOC_005092,COG8,XIII:129748-131572,NI,I,NOTEST,1.6534099999999998,1.1800700000000002,-0.486573,0.0,1.0,1.0,no,
5257,XLOC_005093,XLOC_005093,tR(UCU)M2,XIII:131824-131896,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
5258,XLOC_005094,XLOC_005094,ERV41,XIII:139062-140214,NI,I,OK,29.3639,26.9953,-0.12133599999999999,-0.18782100000000002,0.79055,0.967292,no,
5259,XLOC_005095,XLOC_005095,SMA2,XIII:140423-141533,NI,I,NOTEST,5.27555,4.1538,-0.344889,0.0,1.0,1.0,no,
5260,XLOC_005096,XLOC_005096,TEM1,XIII:145138-145876,NI,I,OK,16.8364,26.9488,0.678635,0.947839,0.3126,0.817103,no,
5261,XLOC_005097,XLOC_005097,MFT1,XIII:147504-148683,NI,I,NOTEST,2.0491,1.67662,-0.289439,0.0,1.0,1.0,no,
5262,XLOC_005098,XLOC_005098,PIF1,XIII:148952-151532,NI,I,NOTEST,1.5638,0.607302,-1.36457,0.0,1.0,1.0,no,
5263,XLOC_005099,XLOC_005099,NTE1,XIII:153218-158258,NI,I,NOTEST,3.8416,3.51205,-0.129395,0.0,1.0,1.0,no,
5264,XLOC_005100,XLOC_005100,YML057C-A,XIII:159123-164329,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
5265,XLOC_005101,XLOC_005101,IMD4,XIII:159123-164329,NI,I,OK,64.5156,72.1509,0.16137,0.161268,0.8087,0.969691,no,
5266,XLOC_005102,XLOC_005102,CYB2,XIII:165532-167308,NI,I,NOTEST,2.11532,4.14452,0.9703299999999999,0.0,1.0,1.0,no,
5267,XLOC_005103,XLOC_005103,YML054C-A,XIII:167622-167781,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
5268,XLOC_005104,XLOC_005104,YML053C,XIII:169115-169754,NI,I,NOTEST,7.656569999999999,9.28763,0.27861199999999997,0.0,1.0,1.0,no,
5269,XLOC_005105,XLOC_005105,RSE1,XIII:174219-178305,NI,I,NOTEST,1.75794,2.05591,0.225888,0.0,1.0,1.0,no,
5270,XLOC_005106,XLOC_005106,PRM6,XIII:179892-181075,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
5271,XLOC_005107,XLOC_005107,tG(GCC)M,XIII:183897-183968,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
5272,XLOC_005108,XLOC_005108,RRN11,XIII:190243-191767,NI,I,NOTEST,0.842917,1.35204,0.681678,0.0,1.0,1.0,no,
5273,XLOC_005109,XLOC_005109,VPS71,XIII:194912-195755,NI,I,OK,16.3891,16.412,0.00201435,0.00250716,0.95125,0.979664,no,
5274,XLOC_005110,XLOC_005110,SUF7,XIII:196067-196170,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
5275,XLOC_005111,XLOC_005111,"YMD8,YML037C",XIII:202555-205464,NI,I,OK,21.704,17.4202,-0.317202,-0.451412,0.50545,0.897433,no,
5276,XLOC_005112,XLOC_005112,AMD1,XIII:206427-208860,NI,I,NOTEST,7.05425,6.1618699999999995,-0.195125,0.0,1.0,1.0,no,
5277,XLOC_005113,XLOC_005113,YML034C-A,XIII:209427-212155,NI,I,NOTEST,2.6907099999999997,2.24178,-0.263345,0.0,1.0,1.0,no,
5278,XLOC_005114,XLOC_005114,RAD52,XIII:212514-213930,NI,I,NOTEST,6.885610000000001,9.7829,0.506679,0.0,1.0,1.0,no,
5279,XLOC_005115,XLOC_005115,YML031C-A,XIII:214085-216156,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
5280,XLOC_005116,XLOC_005116,RPS18B,XIII:222986-223828,NI,I,OK,425.131,407.909,-0.05965790000000001,-0.107401,0.87975,0.975305,no,
5281,XLOC_005117,XLOC_005117,YML6,XIII:224405-225365,NI,I,OK,32.4745,17.6242,-0.8817510000000001,-1.1806,0.13775,0.685413,no,
5282,XLOC_005118,XLOC_005118,NSE5,XIII:225888-230829,NI,I,OK,21.2888,9.126330000000001,-1.22199,-0.597327,0.51075,0.897433,no,
5283,XLOC_005119,XLOC_005119,UNG1,XIII:225888-230829,NI,I,OK,21.9223,20.1375,-0.12251600000000001,-0.0622804,0.8975,0.978844,no,
5284,XLOC_005120,XLOC_005120,YML018C,XIII:234770-235952,NI,I,OK,98.9164,48.2677,-1.03515,-1.7904900000000001,0.01675,0.307051,no,
5285,XLOC_005121,XLOC_005121,PPZ1,XIII:239457-241536,NI,I,OK,13.5746,11.8436,-0.196803,-0.288003,0.698,0.945867,no,
5286,XLOC_005122,XLOC_005122,TAF11,XIII:241988-243029,NI,I,OK,10.0869,14.4272,0.516313,0.633931,0.49215,0.8967209999999999,no,
5287,XLOC_005123,XLOC_005123,YML012C-A,XIII:244148-245914,NI,I,NOTEST,5.04864,8.0364,0.670654,0.0,1.0,1.0,no,
5288,XLOC_005124,XLOC_005124,RAD33,XIII:246894-247428,NI,I,OK,37.7599,16.0599,-1.23339,-1.28861,0.11215,0.642459,no,
5289,XLOC_005125,XLOC_005125,YML009C-A,XIII:247676-251001,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
5290,XLOC_005126,XLOC_005126,MRPL39,XIII:251303-251516,NI,I,NOTEST,0.0,40.3603,inf,0.0,1.0,1.0,no,
5291,XLOC_005127,XLOC_005127,ERG6,XIII:251838-252990,NI,I,OK,14.3792,29.5266,1.03804,1.5306799999999998,0.0605,0.515147,no,
5292,XLOC_005128,XLOC_005128,YML007C-A,XIII:253161-253272,NI,I,OK,0.0,71.1049,inf,,0.07775,0.553948,no,
5293,XLOC_005129,XLOC_005129,GIS4,XIII:256091-258416,NI,I,NOTEST,0.251673,0.578117,1.19981,0.0,1.0,1.0,no,
5294,XLOC_005130,XLOC_005130,tS(AGA)M,XIII:259157-259239,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
5295,XLOC_005131,XLOC_005131,GLO1,XIII:261704-262685,NI,I,OK,63.4272,50.6508,-0.324518,-0.583699,0.428,0.874058,no,
5296,XLOC_005132,XLOC_005132,CDC5,XIII:269018-271136,NI,I,NOTEST,0.49146999999999996,2.82625,2.52372,0.0,1.0,1.0,no,
5297,XLOC_005133,XLOC_005133,YMR001C-A,XIII:271346-271577,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
5298,XLOC_005134,XLOC_005134,PLB2,XIII:277560-279681,NI,I,OK,4.58254,18.1972,1.9895,2.6290299999999998,0.0034,0.114099,no,
5299,XLOC_005135,XLOC_005135,PLB1,XIII:280589-282584,NI,I,OK,29.3705,35.7294,0.282744,0.521634,0.4846,0.894407,no,
5300,XLOC_005136,XLOC_005136,SEC59,XIII:295178-296738,NI,I,OK,15.3037,6.566110000000001,-1.2207700000000001,-1.4276799999999998,0.04655,0.49337600000000004,no,
5301,XLOC_005137,XLOC_005137,ERG5,XIII:300868-302485,NI,I,OK,22.6828,41.8665,0.8841969999999999,1.43228,0.05305,0.502061,no,
5302,XLOC_005138,XLOC_005138,SOK2,XIII:303235-305593,NI,I,NOTEST,0.5934510000000001,2.05832,1.7942599999999997,0.0,1.0,1.0,no,
5303,XLOC_005139,XLOC_005139,MAC1,XIII:317164-318418,NI,I,OK,22.8443,9.68938,-1.23736,-1.5164600000000001,0.0495,0.49957399999999996,no,
5304,XLOC_005140,XLOC_005140,MSS1,XIII:319436-321017,NI,I,NOTEST,5.8990800000000005,2.50808,-1.23391,0.0,1.0,1.0,no,
5305,XLOC_005141,XLOC_005141,tA(AGC)M1,XIII:321146-321219,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
5306,XLOC_005142,XLOC_005142,PEX12,XIII:324235-325435,NI,I,NOTEST,7.3076,7.93665,0.11913199999999999,0.0,1.0,1.0,no,
5307,XLOC_005143,XLOC_005143,FAR8,XIII:328659-330231,NI,I,NOTEST,3.63423,5.20828,0.5191560000000001,0.0,1.0,1.0,no,
5308,XLOC_005144,XLOC_005144,EIS1,XIII:332211-335035,NI,I,NOTEST,1.6172600000000001,2.5226599999999997,0.641396,0.0,1.0,1.0,no,
5309,XLOC_005145,XLOC_005145,RCH1,XIII:339417-340722,NI,I,OK,17.2043,8.26539,-1.05762,-1.50668,0.06425,0.52664,no,
5310,XLOC_005146,XLOC_005146,MIH1,XIII:341855-343520,NI,I,NOTEST,2.8750400000000003,2.93215,0.0283757,0.0,1.0,1.0,no,
5311,XLOC_005147,XLOC_005147,MSN2,XIII:344402-346517,NI,I,NOTEST,1.50712,2.7629,0.8743860000000001,0.0,1.0,1.0,no,
5312,XLOC_005148,XLOC_005148,CCS1,XIII:347510-348260,NI,I,OK,116.551,97.4159,-0.258727,-0.47422299999999995,0.53245,0.898492,no,
5313,XLOC_005149,XLOC_005149,SUB1,XIII:348643-349522,NI,I,NOTEST,9.16099,10.937000000000001,0.255643,0.0,1.0,1.0,no,
5314,XLOC_005150,XLOC_005150,ARA2,XIII:350965-351973,NI,I,OK,10.4412,13.8212,0.404596,0.45752,0.51315,0.897433,no,
5315,XLOC_005151,XLOC_005151,YMR045C,XIII:357358-362627,NI,I,NOTEST,0.22557600000000003,0.802084,1.83014,0.0,1.0,1.0,no,
5316,XLOC_005152,XLOC_005152,NUP116,XIII:363363-366705,NI,I,NOTEST,3.7139699999999998,3.99625,0.10568599999999999,0.0,1.0,1.0,no,
5317,XLOC_005153,XLOC_005153,ERB1,XIII:368093-370517,NI,I,NOTEST,3.4426900000000002,2.8858900000000003,-0.25451999999999997,0.0,1.0,1.0,no,
5318,XLOC_005154,XLOC_005154,tV(AAC)M1,XIII:372444-372518,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
5319,XLOC_005155,XLOC_005155,YMR050C,XIII:373056-379151,NI,I,NOTEST,0.0,0.0873433,inf,0.0,1.0,1.0,no,
